Flight No,Departure Time,Destination,Category,Tier1%,Tier2%,Tier3%
BA4111,18:39:00,VIE,SHORT,1,5,20
BA3818,18:30:00,MUC,SHORT,1,5,20
BA6620,08:08:00,DXB,LONG,5,15,30
BA6470,17:13:00,VIE,SHORT,1,5,20
BA7634,06:45:00,HND,LONG,5,15,30
BA9128,20:43:00,DFW,LONG,5,15,30
BA6026,13:27:00,DXB,LONG,5,15,30
BA6992,06:08:00,HND,LONG,5,15,30
BA9423,17:00:00,IST,SHORT,1,5,20
BA7161,06:16:00,HND,LONG,5,15,30
BA2142,17:52:00,HND,LONG,5,15,30
BA9209,11:00:00,MUC,SHORT,1,5,20
BA5992,08:50:00,MAD,SHORT,1,5,20
BA3602,21:00:00,JFK,LONG,5,15,30
BA1986,10:52:00,ORD,LONG,5,15,30
BA5905,20:18:00,DXB,LONG,5,15,30
BA8544,18:06:00,VIE,SHORT,1,5,20
BA4337,18:40:00,IST,SHORT,1,5,20
BA9321,10:59:00,FRA,SHORT,1,5,20
BA1306,10:42:00,ORD,LONG,5,15,30
BA8168,14:51:00,IST,SHORT,1,5,20
BA9590,09:42:00,VIE,SHORT,1,5,20
BA1833,21:51:00,DXB,LONG,5,15,30
BA6977,21:50:00,MUC,SHORT,1,5,20
BA9720,14:02:00,AMS,SHORT,1,5,20
BA5839,20:17:00,VIE,SHORT,1,5,20
BA7206,08:40:00,DXB,LONG,5,15,30
BA3108,14:01:00,AMS,SHORT,1,5,20
BA7216,12:42:00,MUC,SHORT,1,5,20
BA7268,09:25:00,MUC,SHORT,1,5,20
BA3081,17:45:00,MUC,SHORT,1,5,20
BA5398,10:52:00,FRA,SHORT,1,5,20
BA8733,07:31:00,DXB,LONG,5,15,30
BA6617,11:14:00,LAX,LONG,5,15,30
BA8427,19:11:00,JFK,LONG,5,15,30
BA4808,20:16:00,ORD,LONG,5,15,30
BA5487,15:09:00,ORD,LONG,5,15,30
BA2325,20:44:00,HND,LONG,5,15,30
BA4821,18:00:00,IST,SHORT,1,5,20
BA3536,09:46:00,LAX,LONG,5,15,30
BA1987,06:42:00,DXB,LONG,5,15,30
BA6191,13:21:00,ZRH,SHORT,1,5,20
BA5285,07:51:00,AMS,SHORT,1,5,20
BA3490,21:42:00,MUC,SHORT,1,5,20
BA1190,10:00:00,DFW,LONG,5,15,30
BA7229,10:34:00,DXB,LONG,5,15,30
BA3481,11:04:00,IST,SHORT,1,5,20
BA9020,15:50:00,ZRH,SHORT,1,5,20
BA2167,14:56:00,MAD,SHORT,1,5,20
BA2617,14:37:00,LAX,LONG,5,15,30
BA1075,20:46:00,AMS,SHORT,1,5,20
BA3492,07:08:00,CDG,SHORT,1,5,20
BA8183,22:21:00,DFW,LONG,5,15,30
BA4538,20:43:00,JFK,LONG,5,15,30
BA3490,10:28:00,HND,LONG,5,15,30
BA4270,08:33:00,ZRH,SHORT,1,5,20
BA1808,09:37:00,VIE,SHORT,1,5,20
BA6280,08:32:00,AMS,SHORT,1,5,20
BA5097,07:00:00,FRA,SHORT,1,5,20
BA9205,22:57:00,MAD,SHORT,1,5,20
BA5202,14:57:00,IST,SHORT,1,5,20
BA6213,06:55:00,JFK,LONG,5,15,30
BA2324,06:49:00,MAD,SHORT,1,5,20
BA9220,09:09:00,BCN,SHORT,1,5,20
BA9867,13:55:00,DFW,LONG,5,15,30
BA9974,21:47:00,LAX,LONG,5,15,30
BA3866,09:03:00,VIE,SHORT,1,5,20
BA9175,09:11:00,FRA,SHORT,1,5,20
BA7770,12:18:00,BCN,SHORT,1,5,20
BA1257,11:22:00,DXB,LONG,5,15,30
BA4296,17:53:00,MUC,SHORT,1,5,20
BA6538,08:59:00,MUC,SHORT,1,5,20
BA5355,15:08:00,ZRH,SHORT,1,5,20
BA5859,11:12:00,LAX,LONG,5,15,30
BA7230,20:58:00,BCN,SHORT,1,5,20
BA6865,19:52:00,MUC,SHORT,1,5,20
BA9152,16:49:00,DFW,LONG,5,15,30
BA6995,13:08:00,LAX,LONG,5,15,30
BA5126,15:36:00,ZRH,SHORT,1,5,20
BA1516,21:00:00,VIE,SHORT,1,5,20
BA6477,17:01:00,BCN,SHORT,1,5,20
BA9549,21:48:00,FRA,SHORT,1,5,20
BA7159,14:46:00,AMS,SHORT,1,5,20
BA7197,21:13:00,ORD,LONG,5,15,30
BA4505,10:23:00,IST,SHORT,1,5,20
BA8226,19:37:00,AMS,SHORT,1,5,20
BA7580,22:28:00,LAX,LONG,5,15,30
BA2603,15:10:00,BCN,SHORT,1,5,20
BA2497,20:49:00,DXB,LONG,5,15,30
BA9091,20:16:00,HND,LONG,5,15,30
BA8913,17:33:00,CDG,SHORT,1,5,20
BA8294,22:53:00,VIE,SHORT,1,5,20
BA5442,08:37:00,MUC,SHORT,1,5,20
BA8019,06:59:00,BCN,SHORT,1,5,20
BA2289,22:22:00,JFK,LONG,5,15,30
BA1239,09:07:00,DXB,LONG,5,15,30
BA2083,19:35:00,ZRH,SHORT,1,5,20
BA5427,17:04:00,LAX,LONG,5,15,30
BA4845,17:36:00,CDG,SHORT,1,5,20
BA2906,19:17:00,MAD,SHORT,1,5,20
BA5729,21:04:00,HND,LONG,5,15,30
BA4031,20:27:00,VIE,SHORT,1,5,20
BA7830,17:50:00,HND,LONG,5,15,30
BA6507,14:01:00,MAD,SHORT,1,5,20
BA7623,11:02:00,ORD,LONG,5,15,30
BA2114,19:02:00,VIE,SHORT,1,5,20
BA6167,08:22:00,BCN,SHORT,1,5,20
BA1921,09:08:00,MAD,SHORT,1,5,20
BA6624,06:53:00,BCN,SHORT,1,5,20
BA6904,20:32:00,HND,LONG,5,15,30
BA7020,14:34:00,JFK,LONG,5,15,30
BA1166,08:47:00,ZRH,SHORT,1,5,20
BA5823,17:24:00,MAD,SHORT,1,5,20
BA5408,14:02:00,AMS,SHORT,1,5,20
BA6029,18:14:00,DXB,LONG,5,15,30
BA3071,15:20:00,AMS,SHORT,1,5,20
BA9317,21:16:00,IST,SHORT,1,5,20
BA4993,07:15:00,BCN,SHORT,1,5,20
BA5633,07:49:00,BCN,SHORT,1,5,20
BA9726,15:18:00,AMS,SHORT,1,5,20
BA6979,20:54:00,MAD,SHORT,1,5,20
BA4245,07:16:00,MUC,SHORT,1,5,20
BA8486,13:14:00,AMS,SHORT,1,5,20
BA2484,14:09:00,DFW,LONG,5,15,30
BA7596,19:16:00,AMS,SHORT,1,5,20
BA7184,17:11:00,IST,SHORT,1,5,20
BA2714,06:30:00,MAD,SHORT,1,5,20
BA3815,07:39:00,JFK,LONG,5,15,30
BA9644,19:44:00,JFK,LONG,5,15,30
BA6329,20:06:00,JFK,LONG,5,15,30
BA8546,17:03:00,AMS,SHORT,1,5,20
BA5649,06:52:00,ZRH,SHORT,1,5,20
BA4683,20:37:00,IST,SHORT,1,5,20
BA5262,17:37:00,VIE,SHORT,1,5,20
BA2562,08:40:00,HND,LONG,5,15,30
BA2726,09:44:00,DFW,LONG,5,15,30
BA7061,06:25:00,ZRH,SHORT,1,5,20
BA9903,12:55:00,ZRH,SHORT,1,5,20
BA1139,12:54:00,DFW,LONG,5,15,30
BA6146,21:40:00,DXB,LONG,5,15,30
BA3911,08:20:00,VIE,SHORT,1,5,20
BA8404,08:31:00,VIE,SHORT,1,5,20
BA4537,16:24:00,CDG,SHORT,1,5,20
BA1958,21:26:00,BCN,SHORT,1,5,20
BA2302,15:42:00,IST,SHORT,1,5,20
BA7972,12:38:00,VIE,SHORT,1,5,20
BA6422,21:15:00,ORD,LONG,5,15,30
BA6188,11:10:00,MAD,SHORT,1,5,20
BA1574,09:51:00,JFK,LONG,5,15,30
BA5301,20:08:00,BCN,SHORT,1,5,20
BA3089,19:45:00,VIE,SHORT,1,5,20
BA6644,06:11:00,FRA,SHORT,1,5,20
BA2321,18:01:00,FRA,SHORT,1,5,20
BA3116,12:01:00,CDG,SHORT,1,5,20
BA5233,10:43:00,BCN,SHORT,1,5,20
BA6992,21:52:00,LAX,LONG,5,15,30
BA1321,08:27:00,BCN,SHORT,1,5,20
BA3103,12:21:00,AMS,SHORT,1,5,20
BA2682,07:26:00,FRA,SHORT,1,5,20
BA1841,15:24:00,VIE,SHORT,1,5,20
BA2180,16:23:00,AMS,SHORT,1,5,20
BA8873,13:40:00,AMS,SHORT,1,5,20
BA2387,18:19:00,CDG,SHORT,1,5,20
BA2604,12:59:00,JFK,LONG,5,15,30
BA9181,14:52:00,FRA,SHORT,1,5,20
BA8208,18:01:00,MAD,SHORT,1,5,20
BA6407,20:50:00,CDG,SHORT,1,5,20
BA5494,18:18:00,FRA,SHORT,1,5,20
BA6846,16:16:00,VIE,SHORT,1,5,20
BA1168,16:20:00,FRA,SHORT,1,5,20
BA9363,09:42:00,DXB,LONG,5,15,30
BA7146,16:32:00,LAX,LONG,5,15,30
BA9509,20:42:00,BCN,SHORT,1,5,20
BA4498,10:46:00,JFK,LONG,5,15,30
BA1185,15:32:00,HND,LONG,5,15,30
BA3314,21:18:00,FRA,SHORT,1,5,20
BA3564,10:29:00,JFK,LONG,5,15,30
BA7171,08:11:00,AMS,SHORT,1,5,20
BA6104,06:01:00,HND,LONG,5,15,30
BA6788,22:31:00,DXB,LONG,5,15,30
BA5882,13:14:00,AMS,SHORT,1,5,20
BA5103,08:50:00,VIE,SHORT,1,5,20
BA9274,08:10:00,VIE,SHORT,1,5,20
BA2331,20:24:00,VIE,SHORT,1,5,20
BA5603,13:33:00,MAD,SHORT,1,5,20
BA8377,14:44:00,MAD,SHORT,1,5,20
BA5816,22:03:00,MUC,SHORT,1,5,20
BA7602,15:50:00,ORD,LONG,5,15,30
BA5051,09:34:00,BCN,SHORT,1,5,20
BA2994,21:24:00,VIE,SHORT,1,5,20
BA4943,15:34:00,ZRH,SHORT,1,5,20
BA5553,20:17:00,FRA,SHORT,1,5,20
BA7715,14:55:00,CDG,SHORT,1,5,20
BA4712,12:58:00,FRA,SHORT,1,5,20
BA3586,21:11:00,JFK,LONG,5,15,30
BA4256,21:50:00,DFW,LONG,5,15,30
BA8883,14:01:00,VIE,SHORT,1,5,20
BA4202,17:08:00,JFK,LONG,5,15,30
BA9972,07:28:00,VIE,SHORT,1,5,20
BA3590,18:15:00,VIE,SHORT,1,5,20
BA6776,10:42:00,VIE,SHORT,1,5,20
BA3146,17:23:00,LAX,LONG,5,15,30
BA5107,22:38:00,MAD,SHORT,1,5,20
BA1187,12:02:00,VIE,SHORT,1,5,20
BA1224,11:36:00,CDG,SHORT,1,5,20
BA7739,09:56:00,MAD,SHORT,1,5,20
BA3639,13:02:00,MAD,SHORT,1,5,20
BA2042,16:51:00,HND,LONG,5,15,30
BA8738,21:03:00,BCN,SHORT,1,5,20
BA7834,22:08:00,DXB,LONG,5,15,30
BA7931,14:31:00,DFW,LONG,5,15,30
BA8218,07:11:00,AMS,SHORT,1,5,20
BA4475,22:15:00,ORD,LONG,5,15,30
BA8280,12:39:00,BCN,SHORT,1,5,20
BA9404,15:09:00,FRA,SHORT,1,5,20
BA1380,22:22:00,HND,LONG,5,15,30
BA2226,08:37:00,HND,LONG,5,15,30
BA6917,08:11:00,LAX,LONG,5,15,30
BA5015,15:01:00,JFK,LONG,5,15,30
BA6958,09:16:00,DFW,LONG,5,15,30
BA8917,09:49:00,DXB,LONG,5,15,30
BA2820,09:20:00,FRA,SHORT,1,5,20
BA2854,08:04:00,LAX,LONG,5,15,30
BA5482,12:28:00,JFK,LONG,5,15,30
BA6361,18:00:00,HND,LONG,5,15,30
BA5365,11:01:00,MUC,SHORT,1,5,20
BA7006,09:58:00,DXB,LONG,5,15,30
BA5467,13:50:00,JFK,LONG,5,15,30
BA7225,19:19:00,BCN,SHORT,1,5,20
BA2992,18:02:00,JFK,LONG,5,15,30
BA5638,15:34:00,ORD,LONG,5,15,30
BA7712,13:10:00,ORD,LONG,5,15,30
BA1234,18:36:00,DXB,LONG,5,15,30
BA4396,12:14:00,MUC,SHORT,1,5,20
BA3077,12:13:00,DFW,LONG,5,15,30
BA3806,13:41:00,CDG,SHORT,1,5,20
BA9388,08:34:00,MAD,SHORT,1,5,20
BA8629,09:57:00,AMS,SHORT,1,5,20
BA3170,10:51:00,HND,LONG,5,15,30
BA7667,22:02:00,CDG,SHORT,1,5,20
BA2061,19:37:00,MUC,SHORT,1,5,20
BA2215,16:27:00,VIE,SHORT,1,5,20
BA4305,22:53:00,BCN,SHORT,1,5,20
BA6203,14:29:00,LAX,LONG,5,15,30
BA8486,10:32:00,VIE,SHORT,1,5,20
BA4482,13:45:00,BCN,SHORT,1,5,20
BA4652,10:04:00,VIE,SHORT,1,5,20
BA6368,16:07:00,IST,SHORT,1,5,20
BA1279,07:15:00,IST,SHORT,1,5,20
BA5387,08:28:00,MUC,SHORT,1,5,20
BA7818,10:00:00,ZRH,SHORT,1,5,20
BA8607,12:53:00,JFK,LONG,5,15,30
BA3200,19:33:00,MUC,SHORT,1,5,20
BA2782,21:25:00,VIE,SHORT,1,5,20
BA5808,10:36:00,IST,SHORT,1,5,20
BA7495,17:50:00,VIE,SHORT,1,5,20
BA6590,09:50:00,JFK,LONG,5,15,30
BA2524,09:15:00,MUC,SHORT,1,5,20
BA1564,14:04:00,DXB,LONG,5,15,30
BA4957,18:10:00,AMS,SHORT,1,5,20
BA7806,06:10:00,DXB,LONG,5,15,30
BA3978,10:50:00,HND,LONG,5,15,30
BA1169,21:52:00,IST,SHORT,1,5,20
BA6073,06:27:00,HND,LONG,5,15,30
BA4800,10:40:00,VIE,SHORT,1,5,20
BA8183,22:14:00,MUC,SHORT,1,5,20
BA6572,07:52:00,DFW,LONG,5,15,30
BA3341,10:24:00,FRA,SHORT,1,5,20
BA8948,22:39:00,MAD,SHORT,1,5,20
BA6941,08:32:00,LAX,LONG,5,15,30
BA5008,10:55:00,VIE,SHORT,1,5,20
BA1419,18:21:00,CDG,SHORT,1,5,20
BA9754,17:50:00,DXB,LONG,5,15,30
BA7039,09:06:00,ORD,LONG,5,15,30
BA6482,18:42:00,HND,LONG,5,15,30
BA6433,09:06:00,VIE,SHORT,1,5,20
BA4321,09:50:00,AMS,SHORT,1,5,20
BA6955,08:11:00,JFK,LONG,5,15,30
BA9838,17:43:00,LAX,LONG,5,15,30
BA9082,11:21:00,DFW,LONG,5,15,30
BA3715,09:20:00,MUC,SHORT,1,5,20
BA4389,18:04:00,MUC,SHORT,1,5,20
BA3445,08:16:00,ZRH,SHORT,1,5,20
BA7393,22:21:00,JFK,LONG,5,15,30
BA9462,15:54:00,JFK,LONG,5,15,30
BA1299,16:44:00,ORD,LONG,5,15,30
BA2883,21:27:00,AMS,SHORT,1,5,20
BA6946,22:02:00,DXB,LONG,5,15,30
BA6458,17:56:00,ZRH,SHORT,1,5,20
BA7203,06:57:00,CDG,SHORT,1,5,20
BA5066,19:30:00,ORD,LONG,5,15,30
BA6981,20:13:00,DFW,LONG,5,15,30
BA8245,16:12:00,MUC,SHORT,1,5,20
BA8153,15:53:00,VIE,SHORT,1,5,20
BA4812,07:31:00,IST,SHORT,1,5,20
BA3952,07:35:00,CDG,SHORT,1,5,20
BA6108,20:15:00,BCN,SHORT,1,5,20
BA4413,22:44:00,JFK,LONG,5,15,30
BA6323,08:00:00,MAD,SHORT,1,5,20
BA4297,17:40:00,CDG,SHORT,1,5,20
BA4107,15:44:00,BCN,SHORT,1,5,20
BA5039,18:41:00,VIE,SHORT,1,5,20
BA2507,16:15:00,HND,LONG,5,15,30
BA4179,12:07:00,CDG,SHORT,1,5,20
BA5271,14:34:00,ZRH,SHORT,1,5,20
BA6630,07:59:00,FRA,SHORT,1,5,20
BA4817,20:13:00,ZRH,SHORT,1,5,20
BA8900,15:18:00,BCN,SHORT,1,5,20
BA8152,14:15:00,DFW,LONG,5,15,30
BA7156,06:57:00,IST,SHORT,1,5,20
BA8064,21:40:00,JFK,LONG,5,15,30
BA1246,14:05:00,IST,SHORT,1,5,20
BA5974,11:31:00,DFW,LONG,5,15,30
BA4481,19:20:00,CDG,SHORT,1,5,20
BA8264,10:41:00,LAX,LONG,5,15,30
BA5698,15:46:00,MUC,SHORT,1,5,20
BA6976,19:34:00,LAX,LONG,5,15,30
BA4504,16:34:00,DFW,LONG,5,15,30
BA8964,15:10:00,HND,LONG,5,15,30
BA2521,18:48:00,LAX,LONG,5,15,30
BA4418,16:08:00,HND,LONG,5,15,30
BA9192,13:39:00,DFW,LONG,5,15,30
BA4650,13:04:00,AMS,SHORT,1,5,20
BA7754,18:07:00,LAX,LONG,5,15,30
BA5600,18:28:00,AMS,SHORT,1,5,20
BA6120,12:51:00,IST,SHORT,1,5,20
BA4495,12:37:00,FRA,SHORT,1,5,20
BA5258,07:02:00,JFK,LONG,5,15,30
BA6509,21:16:00,JFK,LONG,5,15,30
BA2613,16:11:00,MAD,SHORT,1,5,20
BA7882,22:57:00,FRA,SHORT,1,5,20
BA2575,18:57:00,ZRH,SHORT,1,5,20
BA3848,12:27:00,ZRH,SHORT,1,5,20
BA4768,21:32:00,AMS,SHORT,1,5,20
BA1726,14:02:00,CDG,SHORT,1,5,20
BA7598,11:45:00,IST,SHORT,1,5,20
BA2692,18:52:00,DXB,LONG,5,15,30
BA6959,10:35:00,MUC,SHORT,1,5,20
BA7573,15:32:00,MUC,SHORT,1,5,20
BA4860,21:13:00,VIE,SHORT,1,5,20
BA7636,08:23:00,AMS,SHORT,1,5,20
BA3791,17:56:00,MAD,SHORT,1,5,20
BA2362,21:02:00,MAD,SHORT,1,5,20
BA8776,12:04:00,ZRH,SHORT,1,5,20
BA9887,07:46:00,AMS,SHORT,1,5,20
BA5698,22:36:00,FRA,SHORT,1,5,20
BA3489,14:09:00,FRA,SHORT,1,5,20
BA7899,10:24:00,ZRH,SHORT,1,5,20
BA8990,07:53:00,ORD,LONG,5,15,30
BA8994,07:38:00,JFK,LONG,5,15,30
BA4028,08:53:00,ZRH,SHORT,1,5,20
BA3070,14:51:00,HND,LONG,5,15,30
BA8028,22:30:00,HND,LONG,5,15,30
BA7508,13:12:00,LAX,LONG,5,15,30
BA4401,08:55:00,CDG,SHORT,1,5,20
BA4826,06:00:00,ZRH,SHORT,1,5,20
BA9511,17:36:00,DXB,LONG,5,15,30
BA7916,09:34:00,FRA,SHORT,1,5,20
BA4211,18:02:00,BCN,SHORT,1,5,20
BA6246,13:33:00,JFK,LONG,5,15,30
BA7509,19:06:00,DXB,LONG,5,15,30
BA5228,17:10:00,DFW,LONG,5,15,30
BA1952,07:55:00,MUC,SHORT,1,5,20
BA6608,09:39:00,DFW,LONG,5,15,30
BA8361,10:36:00,VIE,SHORT,1,5,20
BA4324,16:24:00,ORD,LONG,5,15,30
BA7544,17:27:00,DFW,LONG,5,15,30
BA4364,13:19:00,ORD,LONG,5,15,30
BA4674,21:41:00,MAD,SHORT,1,5,20
BA8352,09:10:00,DXB,LONG,5,15,30
BA2576,06:53:00,CDG,SHORT,1,5,20
BA2882,15:37:00,DFW,LONG,5,15,30
BA6194,15:10:00,CDG,SHORT,1,5,20
BA2103,19:14:00,MAD,SHORT,1,5,20
BA8886,20:16:00,HND,LONG,5,15,30
BA9271,16:22:00,FRA,SHORT,1,5,20
BA6304,19:56:00,MAD,SHORT,1,5,20
BA9346,22:09:00,CDG,SHORT,1,5,20
BA7841,09:21:00,BCN,SHORT,1,5,20
BA6836,19:09:00,MUC,SHORT,1,5,20
BA7095,09:53:00,VIE,SHORT,1,5,20
BA8992,20:07:00,ZRH,SHORT,1,5,20
BA5989,21:52:00,FRA,SHORT,1,5,20
BA4598,15:35:00,ZRH,SHORT,1,5,20
BA6866,10:47:00,DXB,LONG,5,15,30
BA3976,18:04:00,MUC,SHORT,1,5,20
BA7832,09:35:00,LAX,LONG,5,15,30
BA5757,16:45:00,JFK,LONG,5,15,30
BA3504,08:31:00,JFK,LONG,5,15,30
BA4230,07:04:00,HND,LONG,5,15,30
BA7215,06:19:00,AMS,SHORT,1,5,20
BA6700,10:32:00,HND,LONG,5,15,30
BA3406,08:33:00,JFK,LONG,5,15,30
BA6225,20:53:00,FRA,SHORT,1,5,20
BA4168,12:30:00,HND,LONG,5,15,30
BA7308,09:15:00,HND,LONG,5,15,30
BA2704,08:30:00,IST,SHORT,1,5,20
BA6682,11:20:00,HND,LONG,5,15,30
BA4684,22:25:00,MAD,SHORT,1,5,20
BA4031,11:57:00,LAX,LONG,5,15,30
BA8292,09:21:00,VIE,SHORT,1,5,20
BA1754,06:10:00,DXB,LONG,5,15,30
BA5580,08:27:00,BCN,SHORT,1,5,20
BA1326,08:26:00,VIE,SHORT,1,5,20
BA6975,18:08:00,DXB,LONG,5,15,30
BA7310,19:22:00,HND,LONG,5,15,30
BA4355,15:13:00,ZRH,SHORT,1,5,20
BA1842,09:13:00,HND,LONG,5,15,30
BA7860,11:15:00,VIE,SHORT,1,5,20
BA4399,16:07:00,BCN,SHORT,1,5,20
BA9300,08:18:00,DXB,LONG,5,15,30
BA4007,08:29:00,MAD,SHORT,1,5,20
BA9797,17:35:00,HND,LONG,5,15,30
BA5771,20:52:00,BCN,SHORT,1,5,20
BA8239,14:44:00,VIE,SHORT,1,5,20
BA3295,08:01:00,MAD,SHORT,1,5,20
BA7065,08:35:00,HND,LONG,5,15,30
BA3049,09:16:00,DFW,LONG,5,15,30
BA7448,14:32:00,DFW,LONG,5,15,30
BA4804,22:45:00,DFW,LONG,5,15,30
BA9795,19:29:00,ZRH,SHORT,1,5,20
BA8944,20:55:00,IST,SHORT,1,5,20
BA9958,09:30:00,MUC,SHORT,1,5,20
BA4827,22:50:00,MAD,SHORT,1,5,20
BA5994,22:58:00,DFW,LONG,5,15,30
BA3457,14:23:00,VIE,SHORT,1,5,20
BA9160,10:36:00,ORD,LONG,5,15,30
BA4022,17:41:00,AMS,SHORT,1,5,20
BA3035,06:14:00,ZRH,SHORT,1,5,20
BA7247,18:57:00,ZRH,SHORT,1,5,20
BA8129,09:50:00,MUC,SHORT,1,5,20
BA8420,10:49:00,FRA,SHORT,1,5,20
BA4515,09:54:00,MUC,SHORT,1,5,20
BA2377,06:17:00,MAD,SHORT,1,5,20
BA3626,20:23:00,BCN,SHORT,1,5,20
BA1369,12:09:00,CDG,SHORT,1,5,20
BA1653,20:39:00,BCN,SHORT,1,5,20
BA5579,07:39:00,DXB,LONG,5,15,30
BA1003,08:38:00,CDG,SHORT,1,5,20
BA5443,18:46:00,FRA,SHORT,1,5,20
BA6252,09:51:00,MUC,SHORT,1,5,20
BA8084,11:35:00,MAD,SHORT,1,5,20
BA2794,17:05:00,JFK,LONG,5,15,30
BA2876,15:00:00,DFW,LONG,5,15,30
BA5190,09:58:00,CDG,SHORT,1,5,20
BA4329,08:42:00,JFK,LONG,5,15,30
BA2312,14:07:00,DFW,LONG,5,15,30
BA7083,07:15:00,AMS,SHORT,1,5,20
BA8985,14:10:00,IST,SHORT,1,5,20
BA2946,18:49:00,ZRH,SHORT,1,5,20
BA3970,14:04:00,MUC,SHORT,1,5,20
BA7709,06:34:00,BCN,SHORT,1,5,20
BA9187,09:28:00,MUC,SHORT,1,5,20
BA6045,18:42:00,LAX,LONG,5,15,30
BA2242,16:54:00,ORD,LONG,5,15,30
BA8108,13:22:00,LAX,LONG,5,15,30
BA1972,09:43:00,LAX,LONG,5,15,30
BA5085,11:35:00,MAD,SHORT,1,5,20
BA6730,10:32:00,MAD,SHORT,1,5,20
BA2889,12:33:00,IST,SHORT,1,5,20
BA8466,22:38:00,AMS,SHORT,1,5,20
BA7760,11:06:00,FRA,SHORT,1,5,20
BA8740,14:28:00,MAD,SHORT,1,5,20
BA7612,11:05:00,JFK,LONG,5,15,30
BA8498,06:10:00,MAD,SHORT,1,5,20
BA5894,08:47:00,AMS,SHORT,1,5,20
BA9981,07:11:00,MUC,SHORT,1,5,20
BA9386,19:57:00,IST,SHORT,1,5,20
BA4356,19:55:00,DXB,LONG,5,15,30
BA7817,22:31:00,IST,SHORT,1,5,20
BA4314,22:19:00,FRA,SHORT,1,5,20
BA5432,07:06:00,IST,SHORT,1,5,20
BA1441,16:39:00,VIE,SHORT,1,5,20
BA8200,13:12:00,ZRH,SHORT,1,5,20
BA6182,10:12:00,IST,SHORT,1,5,20
BA5781,19:14:00,FRA,SHORT,1,5,20
BA2968,17:06:00,LAX,LONG,5,15,30
BA1401,13:31:00,ORD,LONG,5,15,30
BA4818,12:56:00,AMS,SHORT,1,5,20
BA3917,14:36:00,HND,LONG,5,15,30
BA5450,13:26:00,MAD,SHORT,1,5,20
BA8751,13:09:00,HND,LONG,5,15,30
BA6897,11:26:00,IST,SHORT,1,5,20
BA8541,08:46:00,LAX,LONG,5,15,30
BA6766,17:47:00,BCN,SHORT,1,5,20
BA2924,07:43:00,ZRH,SHORT,1,5,20
BA4948,09:48:00,MUC,SHORT,1,5,20
BA3410,22:58:00,BCN,SHORT,1,5,20
BA8930,08:22:00,LAX,LONG,5,15,30
BA7224,20:24:00,CDG,SHORT,1,5,20
BA6314,19:47:00,MAD,SHORT,1,5,20
BA6411,06:32:00,ORD,LONG,5,15,30
BA8981,07:25:00,CDG,SHORT,1,5,20
BA2677,09:21:00,DXB,LONG,5,15,30
BA8892,22:16:00,FRA,SHORT,1,5,20
BA1254,17:39:00,DXB,LONG,5,15,30
BA6480,06:22:00,LAX,LONG,5,15,30
BA5882,22:52:00,IST,SHORT,1,5,20
BA9082,07:46:00,ORD,LONG,5,15,30
BA3158,17:26:00,VIE,SHORT,1,5,20
BA8536,18:27:00,MAD,SHORT,1,5,20
BA2279,14:11:00,LAX,LONG,5,15,30
BA8289,07:16:00,MUC,SHORT,1,5,20
BA8081,16:29:00,FRA,SHORT,1,5,20
BA5226,14:18:00,ZRH,SHORT,1,5,20
BA5880,13:16:00,ZRH,SHORT,1,5,20
BA5634,16:12:00,MAD,SHORT,1,5,20
BA3824,11:38:00,DFW,LONG,5,15,30
BA4529,19:40:00,LAX,LONG,5,15,30
BA3104,22:21:00,HND,LONG,5,15,30
BA8055,06:38:00,JFK,LONG,5,15,30
BA7599,20:23:00,HND,LONG,5,15,30
BA9550,16:26:00,AMS,SHORT,1,5,20
BA9356,20:51:00,IST,SHORT,1,5,20
BA1019,21:06:00,VIE,SHORT,1,5,20
BA9454,14:58:00,ORD,LONG,5,15,30
BA5040,10:34:00,JFK,LONG,5,15,30
BA3996,20:23:00,FRA,SHORT,1,5,20
BA8005,19:50:00,VIE,SHORT,1,5,20
BA2371,12:03:00,MAD,SHORT,1,5,20
BA2960,07:01:00,DFW,LONG,5,15,30
BA1694,19:30:00,MAD,SHORT,1,5,20
BA3192,18:55:00,FRA,SHORT,1,5,20
BA7351,07:50:00,LAX,LONG,5,15,30
BA1578,19:37:00,JFK,LONG,5,15,30
BA3999,14:04:00,MAD,SHORT,1,5,20
BA8161,07:18:00,DFW,LONG,5,15,30
BA6881,18:40:00,AMS,SHORT,1,5,20
BA5535,20:15:00,BCN,SHORT,1,5,20
BA1371,18:53:00,ORD,LONG,5,15,30
BA3984,06:04:00,IST,SHORT,1,5,20
BA3187,13:38:00,MUC,SHORT,1,5,20
BA5128,22:07:00,FRA,SHORT,1,5,20
BA4930,18:46:00,DFW,LONG,5,15,30
BA8437,07:06:00,DFW,LONG,5,15,30
BA5925,21:26:00,CDG,SHORT,1,5,20
BA2782,20:34:00,MAD,SHORT,1,5,20
BA7657,09:38:00,MAD,SHORT,1,5,20
BA2565,06:12:00,BCN,SHORT,1,5,20
BA9896,19:01:00,AMS,SHORT,1,5,20
BA2862,21:55:00,DFW,LONG,5,15,30
BA2252,09:56:00,DXB,LONG,5,15,30
BA7901,10:31:00,DXB,LONG,5,15,30
BA4304,20:19:00,HND,LONG,5,15,30
BA3772,19:34:00,LAX,LONG,5,15,30
BA7922,13:25:00,LAX,LONG,5,15,30
